DISTANCE_FISHED,NET_WIDTH(M),NET_WIDTH(KM),YEAR
1.583,14.31,0.01431,2015
1.451,16.945,0.016945,2015
1.445,16.713,0.016713,2015
1.487,16.206,0.016206,2015
1.429,19.226,0.019226,2015
1.44,17.918,0.017918,2015
1.459,18.989,0.018989,2015
1.42,17.236,0.017236,2015
1.489,18.721,0.018721,2015
1.425,16.941,0.016941,2015
1.503,18.761,0.018761,2015
1.487,17.198,0.017198,2015
1.432,18.784,0.018784,2015
1.429,18.229,0.018229,2015
1.447,17.229,0.017229,2015
1.439,15.815,0.015815,2015
1.465,16.71,0.01671,2015
1.577,17.111,0.017111,2015
1.356,18.069,0.018069,2015
1.554,15.028,0.015028,2015
1.535,15.96,0.01596,2015
1.527,16.94,0.01694,2015
1.068,18.259,0.018259,2015
1.21,17.491,0.017491,2015
1.494,16.337,0.016337,2015
1.53,16.886,0.016886,2015
1.471,17.526,0.017526,2015
1.532,14.667,0.014667,2015
1.544,15.004,0.015004,2015
1.5,19.414,0.019414,2015
1.449,16.098,0.016098,2015
1.434,15.426,0.015426,2015
1.354,17.369,0.017369,2015
1.49,19.577,0.019577,2015
1.519,17.147,0.017147,2015
1.404,18.084,0.018084,2015
1.632,17.506,0.017506,2015
1.053,18.307,0.018307,2015
1.446,18.134,0.018134,2015
1.385,19.941,0.019941,2015
1.336,17.029,0.017029,2015
1.423,17.848,0.017848,2015
1.443,17.24,0.01724,2015
1.41,17.505,0.017505,2015
1.475,18.305,0.018305,2015
1.426,17.483,0.017483,2015
1.409,17.54,0.01754,2015
1.398,18.094,0.018094,2015
1.471,17.566,0.017566,2015
1.431,17.364,0.017364,2015
1.528,17.69,0.01769,2015
1.466,17.211,0.017211,2015
1.432,17.409,0.017409,2015
1.473,17.116,0.017116,2015
1.428,15.506,0.015506,2015
1.516,16.859,0.016859,2015
1.523,17.351,0.017351,2015
1.462,16.995,0.016995,2015
1.513,15.038,0.015038,2015
1.434,16.743,0.016743,2015
1.395,17.078,0.017078,2015
1.407,17.909,0.017909,2015
1.616,15.051,0.015051,2015
1.456,15.767,0.015767,2015
1.517,16.613,0.016613,2015
1.468,16.364,0.016364,2015
1.436,15.828,0.015828,2015
1.425,18.324,0.018324,2015
1.398,17.664,0.017664,2015
1.413,16.087,0.016087,2015
1.365,17.17,0.01717,2015
1.48,15.539,0.015539,2015
1.327,16.147,0.016147,2015
0.957,15.017,0.015017,2015
1.475,18.361,0.018361,2015
1.44,15.915,0.015915,2015
1.402,16.268,0.016268,2015
1.392,15.995,0.015995,2015
1.405,14.992,0.014992,2015
1.438,16.191,0.016191,2015
1.45,16.711,0.016711,2015
1.347,14.618,0.014618,2015
1.402,17.2,0.0172,2015
1.401,16.89,0.01689,2015
1.471,17.222,0.017222,2015
1.46,17.71,0.01771,2015
1.578,17.113,0.017113,2015
1.44,15.09,0.01509,2015
1.466,17.091,0.017091,2015
1.398,19.7,0.0197,2015
1.47,18.984,0.018984,2015
1.433,16.837,0.016837,2015
1.413,16.616,0.016616,2015
1.028,17.157,0.017157,2015
1.458,16.945,0.016945,2015
1.287,18.264,0.018264,2015
1.076,15.572,0.015572,2015
1.493,16.564,0.016564,2015
1.625,16.493,0.016493,2015
1.434,15.696,0.015696,2015
1.433,16.909,0.016909,2015
1.465,17.719,0.017719,2015
1.532,17.541,0.017541,2015
1.461,14.981,0.014981,2015
1.391,16.637,0.016637,2015
1.406,17.862,0.017862,2015
1.472,17.52,0.01752,2015
1.461,18.001,0.018001,2015
1.429,17.848,0.017848,2015
1.432,17.389,0.017389,2015
1.426,16.007,0.016007,2015
1.412,17.602,0.017602,2015
1.485,19.108,0.019108,2015
1.466,18.092,0.018092,2015
1.398,15.789,0.015789,2015
1.415,19.347,0.019347,2015
1.368,16.919,0.016919,2015
1.512,15.914,0.015914,2015
1.437,16.118,0.016118,2015
1.454,17.101,0.017101,2015
1.473,15.137,0.015137,2015
1.324,16.056,0.016056,2015
1.244,16.87,0.01687,2015
1.444,17.155,0.017155,2015
1.424,17.006,0.017006,2015
1.456,16.941,0.016941,2015
1.5,18.129,0.018129,2015
1.389,18.012,0.018012,2015
1.515,18.689,0.018689,2015
1.43,16.444,0.016444,2015
1.45,16.362,0.016362,2015
1.398,18.316,0.018316,2015
1.445,17.679,0.017679,2015
1.484,18.905,0.018905,2015
1.495,16.529,0.016529,2015
0.973,15.1,0.0151,2015
1.306,16.467,0.016467,2015
1.465,19.127,0.019127,2015
1.428,19.077,0.019077,2015
0.946,16.741,0.016741,2015
1.408,17.06,0.01706,2015
1.399,18.543,0.018543,2015
1.303,17.4,0.0174,2015
1.427,18.026,0.018026,2015
1.462,17.508,0.017508,2015
1.417,16.74,0.01674,2015
1.406,16.212,0.016212,2015
1.414,16.404,0.016404,2015
1.506,16.119,0.016119,2015
1.418,19.072,0.019072,2015
1.505,16.13,0.01613,2015
1.412,14.905,0.014905,2015
1.486,17.654,0.017654,2015
1.436,15.701,0.015701,2015
1.412,16.275,0.016275,2015
1.426,15.678,0.015678,2015
1.418,16.663,0.016663,2015
1.432,16.722,0.016722,2015
1.428,15.477,0.015477,2015
1.337,15.846,0.015846,2015
1.439,18.929,0.018929,2015
1.268,15.328,0.015328,2015
1.473,16.128,0.016128,2015
1.453,14.739,0.014739,2015
1.556,16.598,0.016598,2015
1.566,16.481,0.016481,2015
1.494,15.771,0.015771,2015
1.551,17.06,0.01706,2015
1.515,19.717,0.019717,2015
1.51,17.784,0.017784,2015
1.51,17.826,0.017826,2015
1.458,17.263,0.017263,2015
1.445,19.185,0.019185,2015
1.285,16.133,0.016133,2015
1.487,15.611,0.015611,2015
1.442,16.357,0.016357,2015
1.513,15.48,0.01548,2015
1.477,16.312,0.016312,2015
1.495,15.33,0.01533,2015
1.45,16.823,0.016823,2015
1.508,15.077,0.015077,2015
1.732,17.299,0.017299,2015
1.759,13.17,0.01317,2015
1.576,14.875,0.014875,2015
1.49,16.603,0.016603,2015
1.437,16.212,0.016212,2015
1.488,17.793,0.017793,2015
1.529,17.2,0.0172,2015
1.417,15.629,0.015629,2015
1.507,17.189,0.017189,2015
1.54,17.4,0.0174,2015
1.442,17.503,0.017503,2015
1.444,17.2,0.0172,2015
1.404,17.2,0.0172,2015
1.454,17.5,0.0175,2015
1.176,17.347,0.017347,2015
1.381,19.353,0.019353,2015
0.77,18.296,0.018296,2015
1.517,17.819,0.017819,2015
1.478,18.392,0.018392,2015
1.538,15.936,0.015936,2015
1.459,15.321,0.015321,2015
1.492,18.114,0.018114,2015
1.491,15.663,0.015663,2015
1.461,18.669,0.018669,2015
1.474,18.298,0.018298,2015
1.497,16.802,0.016802,2015
1.477,17.943,0.017943,2015
1.427,16.618,0.016618,2015
1.413,17.408,0.017408,2015
1.491,14.852,0.014852,2015
1.52,15.081,0.015081,2015
1.509,15.969,0.015969,2015
1.467,14.481,0.014481,2015
1.542,15.187,0.015187,2015
1.443,15.032,0.015032,2015
1.549,15.371,0.015371,2015
1.485,15.776,0.015776,2015
1.514,16.161,0.016161,2015
1.512,15.893,0.015893,2015
1.414,16.249,0.016249,2015
1.56,15.297,0.015297,2015
1.797,17.109,0.017109,2015
1.522,16.712,0.016712,2015
1.503,18.093,0.018093,2015
1.508,18.33,0.01833,2015
1.484,18.254,0.018254,2015
1.554,18.252,0.018252,2015
1.505,18.838,0.018838,2015
1.436,16.933,0.016933,2015
1.461,15.908,0.015908,2015
1.488,16.27,0.01627,2015
1.281,17.851,0.017851,2015
1.24,17.771,0.017771,2015
1.398,15.431,0.015431,2015
1.448,18.198,0.018198,2015
1.431,15.925,0.015925,2015
1.473,15.242,0.015242,2015
1.44,17.772,0.017772,2015
1.48,15.869,0.015869,2015
1.447,14.582,0.014582,2015
1.457,18.25,0.01825,2015
1.53,16.742,0.016742,2015
1.428,16.333,0.016333,2015
1.437,17.284,0.017284,2015
1.441,17.505,0.017505,2015
1.486,16,0.016,2015
1.518,17.576,0.017576,2015
1.387,16.378,0.016378,2015
1.46,16.117,0.016117,2015
1.442,14.962,0.014962,2015
1.456,16.58,0.01658,2015
1.448,15.376,0.015376,2015
1.482,14.872,0.014872,2015
1.137,15.9,0.0159,2015
1.471,16.346,0.016346,2015
1.119,17.922,0.017922,2015
1.488,16.037,0.016037,2015
1.424,15.632,0.015632,2015
1.039,17.881,0.017881,2015
1.465,16.89,0.01689,2015
1.51,16.759,0.016759,2015
1.382,17.577,0.017577,2015
1.459,17.83,0.01783,2015
1.453,16.162,0.016162,2015
1.444,15.951,0.015951,2015
1.498,16.645,0.016645,2015
1.492,17.344,0.017344,2015
1.527,17.634,0.017634,2015
1.541,18.23,0.01823,2015
1.472,16.879,0.016879,2015
1.433,16.956,0.016956,2015
1.481,16.912,0.016912,2015
1.433,16.378,0.016378,2015
1.425,16.986,0.016986,2015
1.438,19.375,0.019375,2015
1.465,17.741,0.017741,2015
1.439,17.19,0.01719,2015
1.497,17.874,0.017874,2015
1.507,16.686,0.016686,2015
1.481,15.572,0.015572,2015
1.459,15.637,0.015637,2015
1.075,15.978,0.015978,2015
1.416,17.569,0.017569,2015
1.53,18.602,0.018602,2015
1.44,20.273,0.020273,2015
1.488,17.303,0.017303,2015
1.535,18.452,0.018452,2015
1.472,17.565,0.017565,2015
1.561,18.55,0.01855,2015
1.444,17.381,0.017381,2015
1.424,17.604,0.017604,2015
1.477,16.069,0.016069,2015
1.373,17.163,0.017163,2015
1.055,16.844,0.016844,2015
1.374,18.35,0.01835,2015
1.252,17.22,0.01722,2015
1.456,16.787,0.016787,2015
1.522,18.324,0.018324,2015
1.463,17.95,0.01795,2015
1.453,18.177,0.018177,2015
1.443,17.899,0.017899,2015
1.471,18.36,0.01836,2015
1.445,18.165,0.018165,2015
1.53,17.7,0.0177,2015
1.448,17.288,0.017288,2015
1.469,16.018,0.016018,2015
1.408,17.249,0.017249,2015
1.477,17.457,0.017457,2015
1.458,17.01,0.01701,2015
1.468,17.792,0.017792,2015
1.445,17.437,0.017437,2015
1.462,17.698,0.017698,2015
1.452,16.973,0.016973,2015
1.455,16.594,0.016594,2015
1.374,17.261,0.017261,2015
1.449,16.494,0.016494,2015
1.493,17.203,0.017203,2015
1.458,17.027,0.017027,2015
1.483,17.093,0.017093,2015
1.371,17.214,0.017214,2015
1.464,17.325,0.017325,2015
1.44,17.359,0.017359,2015
1.441,16.939,0.016939,2015
1.467,16.853,0.016853,2015
1.466,16.501,0.016501,2015
1.515,15.781,0.015781,2015
1.638,16.1,0.0161,2015
1.342,16.258,0.016258,2015
1.525,16.3,0.0163,2015
1.658,17.1,0.0171,2015
1.502,16.6,0.0166,2015
1.475,15.297,0.015297,2015
1.523,15.984,0.015984,2015
1.506,16.852,0.016852,2015
1.522,17.283,0.017283,2015
1.515,16.602,0.016602,2015
1.427,16.22,0.01622,2015
1.45,16.695,0.016695,2015
1.46,16.306,0.016306,2015
1.549,16.062,0.016062,2015
1.571,16.414,0.016414,2015
1.584,17.173,0.017173,2015
1.633,15.685,0.015685,2015
1.584,16.145,0.016145,2015
1.522,16.536,0.016536,2015
1.428,16.762,0.016762,2015
1.436,17.084,0.017084,2015
1.435,16.705,0.016705,2015
1.633,15.04,0.01504,2015
1.809,15.178,0.015178,2015
1.636,15.503,0.015503,2015
1.491,16.135,0.016135,2015
1.492,15.543,0.015543,2015
1.581,15.878,0.015878,2015
1.534,16.016,0.016016,2015
1.777,15.734,0.015734,2015
1.39,16.261,0.016261,2015
1.532,16.674,0.016674,2015
1.548,14.627,0.014627,2015
1.506,16.869,0.016869,2015
2.032,16.725,0.016725,2015
1.853,17.318,0.017318,2015
1.487,17.237,0.017237,2015
1.57,14.836,0.014836,2015
1.524,15.819,0.015819,2015
1.637,15.874,0.015874,2015
1.486,16.795,0.016795,2015
1.48,17.093,0.017093,2015
1.531,15.352,0.015352,2015
1.519,15.887,0.015887,2015
1.444,16.272,0.016272,2015
1.563,16.063,0.016063,2015
1.475,17.986,0.017986,2015
1.512,16.617,0.016617,2015
1.616,17.021,0.017021,2015
1.47,17.533,0.017533,2015
1.681,15.622,0.015622,2015
1.457,17.29,0.01729,2015
1.71,15.576,0.015576,2015
1.461,17.399,0.017399,2015
1.483,18.199,0.018199,2015
1.501,17.687,0.017687,2015
1.501,17.167,0.017167,2015
1.465,17.323,0.017323,2015
1.609,15.573,0.015573,2015
1.447,17.5,0.0175,2015
1.514,17.812,0.017812,2015
1.49,17.441,0.017441,2015
1.537,16.647,0.016647,2015
1.55,17.068,0.017068,2015
1.549,17.648,0.017648,2015
1.5,15.82,0.01582,2015
1.518,17.966,0.017966,2015
1.499,18.047,0.018047,2015
1.591,16.568,0.016568,2015
1.471,16.882,0.016882,2015
1.479,18.509,0.018509,2015
1.48,17.655,0.017655,2015
1.499,16.346,0.016346,2015
1.499,17.972,0.017972,2015
1.395,17.228,0.017228,2015
1.541,17.496,0.017496,2015
1.467,17.272,0.017272,2015
1.49,15.155,0.015155,2015
1.593,17.213,0.017213,2015
1.568,16.541,0.016541,2015
1.451,15.992,0.015992,2015
1.575,15.454,0.015454,2015
1.6,11.274,0.011274,2015
1.642,15.672,0.015672,2015
1.456,15.271,0.015271,2015
1.509,16.937,0.016937,2015
1.466,17.539,0.017539,2015
1.456,17.572,0.017572,2015
1.656,18.083,0.018083,2015
1.451,16.947,0.016947,2015
1.484,16.587,0.016587,2015
1.485,15.267,0.015267,2015
1.542,14.972,0.014972,2015
1.609,16.584,0.016584,2015
2.26,16.482,0.016482,2015
1.028,16.496,0.016496,2015
2.087,16.461,0.016461,2015
1.516,15.06,0.01506,2015
1.584,17.16,0.01716,2015
1.477,17.122,0.017122,2015
1.504,17.913,0.017913,2015
1.538,15.876,0.015876,2015
1.57,15.806,0.015806,2015
1.539,16.841,0.016841,2015
1.487,15.809,0.015809,2015
1.475,17.932,0.017932,2015
1.487,16.885,0.016885,2015
1.496,17.107,0.017107,2015
1.559,16.444,0.016444,2015
1.463,16.569,0.016569,2015
1.492,16.488,0.016488,2015
1.521,16.196,0.016196,2015
1.496,17.276,0.017276,2015
1.547,16.629,0.016629,2015
1.562,16.547,0.016547,2015
1.516,16.179,0.016179,2015
1.464,16.5,0.0165,2015
1.462,16.322,0.016322,2015
1.415,17.678,0.017678,2015
1.531,17.167,0.017167,2015
1.529,16.875,0.016875,2015
1.494,17.419,0.017419,2015
1.427,17.17,0.01717,2015
1.545,16.267,0.016267,2015
1.548,17.253,0.017253,2015
1.495,17.301,0.017301,2015
1.416,15.442,0.015442,2015
1.502,15.625,0.015625,2015
1.57,16.492,0.016492,2015
1.445,16.719,0.016719,2015
1.51,16.251,0.016251,2015
1.513,16.113,0.016113,2015
1.432,16.457,0.016457,2015
1.589,15.437,0.015437,2015
1.434,15.331,0.015331,2015
1.529,15.992,0.015992,2015
1.509,16.888,0.016888,2015
1.542,17.825,0.017825,2015
1.596,17.229,0.017229,2015
1.566,18.142,0.018142,2015
1.444,16.7,0.0167,2015
1.503,16.5,0.0165,2015
1.569,16.749,0.016749,2015
1.43,14.372,0.014372,2015
1.489,16.314,0.016314,2015
1.477,16.724,0.016724,2015
1.439,16.597,0.016597,2015
1.46,16.534,0.016534,2015
1.57,17.843,0.017843,2015
1.429,16.152,0.016152,2015
1.459,15.9,0.0159,2015
1.506,15.993,0.015993,2015
1.493,17.15,0.01715,2015
1.297,16.8,0.0168,2015
1.449,16.91,0.01691,2015
1.52,17.668,0.017668,2015
1.542,17.163,0.017163,2015
1.304,16.561,0.016561,2015
2.102,17.847,0.017847,2015
1.602,18.158,0.018158,2015
1.76,15.788,0.015788,2015
1.609,15.804,0.015804,2015
1.395,16.232,0.016232,2015
1.468,15.378,0.015378,2015
0.806,16.965,0.016965,2015
1.414,16.323,0.016323,2015
1.539,17.912,0.017912,2015
1.586,17.036,0.017036,2015
1.356,16.614,0.016614,2015
1.533,17.795,0.017795,2015
1.426,16.254,0.016254,2015
1.443,15.913,0.015913,2015
1.481,16.549,0.016549,2015
1.506,17.144,0.017144,2015
1.514,16.032,0.016032,2015
1.432,14.759,0.014759,2017
1.459,14.775,0.014775,2017
1.521,19.187,0.019187,2017
1.506,14.826,0.014826,2017
1.525,18.977,0.018977,2017
1.432,16.318,0.016318,2017
1.621,13.767,0.013767,2017
1.523,16.624,0.016624,2017
1.439,15.345,0.015345,2017
1.496,17.815,0.017815,2017
1.454,15.397,0.015397,2017
1.489,19.246,0.019246,2017
1.486,20.027,0.020027,2017
1.458,15.681,0.015681,2017
1.439,17.175,0.017175,2017
1.434,18.001,0.018001,2017
1.419,16.809,0.016809,2017
1.436,15.641,0.015641,2017
1.48,14.817,0.014817,2017
1.469,17.076,0.017076,2017
1.503,14.913,0.014913,2017
1.539,15.352,0.015352,2017
1.495,15.974,0.015974,2017
1.443,16.679,0.016679,2017
1.487,15.898,0.015898,2017
1.503,15.871,0.015871,2017
1.433,16.911,0.016911,2017
1.46,20.09,0.02009,2017
1.311,16.676,0.016676,2017
1.452,15.464,0.015464,2017
1.451,15.626,0.015626,2017
1.485,15.78,0.01578,2017
1.473,16.217,0.016217,2017
1.492,16.198,0.016198,2017
1.418,16.996,0.016996,2017
1.51,16.366,0.016366,2017
1.458,15.203,0.015203,2017
1.796,15.029,0.015029,2017
1.439,15.109,0.015109,2017
1.463,15.56,0.01556,2017
1.434,16.147,0.016147,2017
1.434,16.569,0.016569,2017
1.439,16.789,0.016789,2017
1.436,16.623,0.016623,2017
1.414,15.328,0.015328,2017
1.528,16.45,0.01645,2017
1.436,16.252,0.016252,2017
1.442,16.408,0.016408,2017
1.461,15.705,0.015705,2017
1.432,16.652,0.016652,2017
1.438,17.117,0.017117,2017
1.433,15.779,0.015779,2017
1.418,16.282,0.016282,2017
1.397,16.673,0.016673,2017
1.436,16.178,0.016178,2017
1.556,18.034,0.018034,2017
1.429,14.872,0.014872,2017
1.456,15.237,0.015237,2017
1.493,16.03,0.01603,2017
1.551,17.925,0.017925,2017
1.576,17.218,0.017218,2017
1.586,15.938,0.015938,2017
1.467,16.842,0.016842,2017
1.459,16.462,0.016462,2017
1.444,16.633,0.016633,2017
1.449,17.135,0.017135,2017
1.492,16.185,0.016185,2017
1.446,16.422,0.016422,2017
1.412,17.423,0.017423,2017
1.421,18.833,0.018833,2017
1.453,18.622,0.018622,2017
1.488,17.626,0.017626,2017
1.468,19.721,0.019721,2017
1.482,16.017,0.016017,2017
1.621,15.539,0.015539,2017
1.583,15.941,0.015941,2017
1.564,16.118,0.016118,2017
1.467,17.79,0.01779,2017
1.588,19.369,0.019369,2017
1.487,16.807,0.016807,2017
1.429,17.193,0.017193,2017
1.621,15.209,0.015209,2017
1.512,15.944,0.015944,2017
1.484,16.779,0.016779,2017
1.46,16.9,0.0169,2017
1.569,14.598,0.014598,2017
1.554,14.922,0.014922,2017
1.684,14.81,0.01481,2017
1.541,14.587,0.014587,2017
1.458,18.159,0.018159,2017
1.553,18.991,0.018991,2017
1.504,16.757,0.016757,2017
1.503,17.086,0.017086,2017
1.466,20.053,0.020053,2017
1.449,16.533,0.016533,2017
1.457,17.409,0.017409,2017
1.478,15.504,0.015504,2017
1.421,17.129,0.017129,2017
1.482,15.04,0.01504,2017
1.47,16.901,0.016901,2017
1.582,15.061,0.015061,2017
1.49,17.217,0.017217,2017
1.453,16.59,0.01659,2017
1.442,15.815,0.015815,2017
1.454,16.895,0.016895,2017
1.502,15.596,0.015596,2017
1.471,18.326,0.018326,2017
1.473,16.55,0.01655,2017
1.454,18.995,0.018995,2017
1.485,18.883,0.018883,2017
1.449,18.193,0.018193,2017
1.456,18.815,0.018815,2017
1.553,15.571,0.015571,2017
1.502,17.504,0.017504,2017
1.468,17.707,0.017707,2017
1.535,17.558,0.017558,2017
1.454,18.55,0.01855,2017
1.422,17.186,0.017186,2017
1.54,16.705,0.016705,2017
1.482,19.493,0.019493,2017
1.481,16.099,0.016099,2017
1.48,19.364,0.019364,2017
1.448,16.623,0.016623,2017
1.411,17.799,0.017799,2017
1.452,17.762,0.017762,2017
1.477,19.182,0.019182,2017
1.436,18.088,0.018088,2017
1.463,17.178,0.017178,2017
1.473,17.883,0.017883,2017
1.495,14.968,0.014968,2017
1.464,17.552,0.017552,2017
1.423,15.06,0.01506,2017
1.578,16.228,0.016228,2017
1.434,18.062,0.018062,2017
1.43,15.805,0.015805,2017
1.447,15.442,0.015442,2017
1.518,14.967,0.014967,2017
1.5,16.513,0.016513,2017
1.529,14.722,0.014722,2017
1.49,14.476,0.014476,2017
1.497,15.755,0.015755,2017
1.516,15.374,0.015374,2017
1.489,16.637,0.016637,2017
1.512,14.802,0.014802,2017
1.502,15.053,0.015053,2017
1.576,15.307,0.015307,2017
1.476,15.465,0.015465,2017
1.444,15.898,0.015898,2017
1.462,15.122,0.015122,2017
1.495,15.567,0.015567,2017
1.512,16.12,0.01612,2017
1.508,15.133,0.015133,2017
1.492,14.237,0.014237,2017
1.447,15.158,0.015158,2017
1.494,15.293,0.015293,2017
1.487,14.157,0.014157,2017
1.459,14.591,0.014591,2017
1.494,15.457,0.015457,2017
1.448,15.408,0.015408,2017
1.107,15.485,0.015485,2017
1.474,15.094,0.015094,2017
1.477,14.626,0.014626,2017
1.517,14.818,0.014818,2017
1.546,15.848,0.015848,2017
1.514,16.493,0.016493,2017
1.56,16.414,0.016414,2017
1.486,14.642,0.014642,2017
1.502,14.494,0.014494,2017
1.48,15.097,0.015097,2017
1.588,15.397,0.015397,2017
1.45,14.654,0.014654,2017
1.485,14.815,0.014815,2017
1.527,16.487,0.016487,2017
1.689,13.703,0.013703,2017
1.558,14.643,0.014643,2017
1.484,15.756,0.015756,2017
1.47,14.025,0.014025,2017
1.496,14.744,0.014744,2017
1.506,13.936,0.013936,2017
1.14,13.951,0.013951,2017
1.614,14.054,0.014054,2017
1.389,14.777,0.014777,2017
1.531,15.057,0.015057,2017
1.519,14.39,0.01439,2017
1.546,14.443,0.014443,2017
1.56,14.212,0.014212,2017
1.415,14.155,0.014155,2017
1.43,13.991,0.013991,2017
1.462,15.129,0.015129,2017
1.595,15.465,0.015465,2017
1.466,16.933,0.016933,2017
1.473,16.413,0.016413,2017
1.491,17.193,0.017193,2017
1.54,16.967,0.016967,2017
1.459,15.603,0.015603,2017
1.445,15.526,0.015526,2017
1.459,14.562,0.014562,2017
1.518,16.638,0.016638,2017
1.529,15.528,0.015528,2017
1.473,14.848,0.014848,2017
1.461,15.182,0.015182,2017
1.516,15.873,0.015873,2017
1.494,16.259,0.016259,2017
1.479,14.883,0.014883,2017
1.472,14.391,0.014391,2017
1.509,14.965,0.014965,2017
1.498,16.534,0.016534,2017
1.484,15.475,0.015475,2017
1.501,15.842,0.015842,2017
1.483,16.797,0.016797,2017
1.481,17.373,0.017373,2017
1.489,16.127,0.016127,2017
1.46,15.974,0.015974,2017
1.467,16.717,0.016717,2017
1.499,16.113,0.016113,2017
1.524,16.853,0.016853,2017
1.473,16.717,0.016717,2017
1.454,16.57,0.01657,2017
1.698,14.635,0.014635,2017
1.494,16.846,0.016846,2017
1.473,16.98,0.01698,2017
1.489,17.164,0.017164,2017
1.566,16.348,0.016348,2017
1.516,14.158,0.014158,2017
1.57,19.399,0.019399,2017
1.48,17.205,0.017205,2017
1.485,16.568,0.016568,2017
1.449,17.747,0.017747,2017
1.477,16.092,0.016092,2017
1.503,16.895,0.016895,2017
1.38,16.798,0.016798,2017
1.474,16.996,0.016996,2017
1.49,17.287,0.017287,2017
1.485,16.351,0.016351,2017
1.556,14.803,0.014803,2017
1.514,16.62,0.01662,2017
1.575,15.961,0.015961,2017
1.501,16.602,0.016602,2017
1.521,15.375,0.015375,2017
1.472,16.497,0.016497,2017
1.484,16.764,0.016764,2017
1.516,17.316,0.017316,2017
1.491,18.291,0.018291,2017
1.501,17.65,0.01765,2017
1.513,18.615,0.018615,2017
1.539,15.792,0.015792,2017
1.479,17.307,0.017307,2017
1.551,15.89,0.01589,2017
1.453,16.763,0.016763,2017
1.482,16.901,0.016901,2017
1.434,16.04,0.01604,2017
1.226,16.28,0.01628,2017
1.49,17.079,0.017079,2017
1.542,16.535,0.016535,2017
1.304,18.492,0.018492,2017
1.46,15.405,0.015405,2017
1.482,16.074,0.016074,2017
1.205,17.364,0.017364,2017
1.623,17.109,0.017109,2017
1.518,16.787,0.016787,2017
1.481,19.16,0.01916,2017
1.464,15.453,0.015453,2017
1.506,16.283,0.016283,2017
1.481,16.188,0.016188,2017
1.455,17.656,0.017656,2017
1.463,17.009,0.017009,2017
1.524,15.04,0.01504,2017
1.478,15.779,0.015779,2017
1.619,15.262,0.015262,2017
1.536,16.498,0.016498,2017
1.48,19.252,0.019252,2017
1.5,18.218,0.018218,2017
1.155,16.947,0.016947,2017
1.505,17.109,0.017109,2017
1.062,17.334,0.017334,2017
1.481,20.435,0.020435,2017
1.263,16.194,0.016194,2017
1.469,16.37,0.01637,2017
1.45,16.542,0.016542,2017
1.411,18.486,0.018486,2017
1.477,16.834,0.016834,2017
1.444,17.822,0.017822,2017
1.465,18.334,0.018334,2017
1.474,17.666,0.017666,2017
1.49,17.006,0.017006,2017
1.135,16.99,0.01699,2017
1.47,17.581,0.017581,2017
1.478,17.204,0.017204,2017
1.45,17.463,0.017463,2017
1.449,17.385,0.017385,2017
1.05,16.116,0.016116,2017
1.476,18.788,0.018788,2017
1.509,16.416,0.016416,2017
1.515,14.956,0.014956,2017
1.642,15.562,0.015562,2017
1.665,14.747,0.014747,2017
1.635,16.076,0.016076,2017
1.541,16.486,0.016486,2017
1.44,15.158,0.015158,2017
1.567,18.893,0.018893,2017
1.559,15.538,0.015538,2017
1.621,15.568,0.015568,2017
1.498,16.22,0.01622,2017
1.534,15.237,0.015237,2017
1.465,16.6,0.0166,2017
1.593,17.117,0.017117,2017
2,16.012,0.016012,2017
1.816,16.531,0.016531,2017
1.401,16.95,0.01695,2017
1.733,17.442,0.017442,2017
1.511,17.338,0.017338,2017
1.537,17.87,0.01787,2017
1.693,16.053,0.016053,2017
1.578,18.334,0.018334,2017
1.743,15.448,0.015448,2017
1.613,15.191,0.015191,2017
1.388,18.584,0.018584,2017
1.491,16.999,0.016999,2017
1.745,17.237,0.017237,2017
1.602,16.42,0.01642,2017
1.672,16.52,0.01652,2017
1.653,17.521,0.017521,2017
1.66,16.992,0.016992,2017
1.638,16.058,0.016058,2017
1.657,16.151,0.016151,2017
1.725,15.527,0.015527,2017
1.62,15.757,0.015757,2017
1.636,15.978,0.015978,2017
1.376,15.433,0.015433,2017
1.486,16.683,0.016683,2017
1.563,15.646,0.015646,2017
1.736,15.608,0.015608,2017
1.579,16.24,0.01624,2017
1.519,16.269,0.016269,2017
1.543,16.229,0.016229,2017
1.416,16.245,0.016245,2017
1.746,15.906,0.015906,2017
1.556,15.652,0.015652,2017
1.439,15.695,0.015695,2017
0.993,16.803,0.016803,2017
1.501,16.261,0.016261,2017
1.608,16.199,0.016199,2017
1.665,15.06,0.01506,2017
1.458,15.715,0.015715,2017
1.792,14.318,0.014318,2017
1.497,19.02,0.01902,2017
1.555,18.071,0.018071,2017
1.442,16.62,0.01662,2017
1.628,18.549,0.018549,2017
1.063,14.991,0.014991,2017
1.5,17.884,0.017884,2017
1.787,14.6,0.0146,2017
1.429,15.973,0.015973,2017
1.491,16.034,0.016034,2017
1.652,16.77,0.01677,2017
1.428,14.724,0.014724,2017
1.465,16.178,0.016178,2017
1.419,15.486,0.015486,2017
1.602,16.552,0.016552,2017
1.441,15.29,0.01529,2017
1.504,16.281,0.016281,2017
1.693,16.164,0.016164,2017
1.584,16.118,0.016118,2017
1.459,15.587,0.015587,2017
1.444,15.36,0.01536,2017
1.66,16.914,0.016914,2017
1.453,15.643,0.015643,2017
1.368,15.074,0.015074,2017
1.557,16.101,0.016101,2017
1.557,17.797,0.017797,2017
